name,article_quality,country,Population (millions),region,revision_id
Eustache Ngabisha,Start,Burundi,12.9,EASTERN AFRICA,1096057884
Léonce Ngendakumana,Stub,Burundi,12.9,EASTERN AFRICA,956640760
Marie Chantal Nijimbere,Start,Burundi,12.9,EASTERN AFRICA,1081391171
Tharcisse Niyongabo,Stub,Burundi,12.9,EASTERN AFRICA,1040979617
Gabriel Nizigama,Stub,Burundi,12.9,EASTERN AFRICA,1017380720
Ancilla Ntakaburimvo,Stub,Burundi,12.9,EASTERN AFRICA,1038438954
Jean-Baptiste Ntidendereza,C,Burundi,12.9,EASTERN AFRICA,1091156761
Ririkumutima,Start,Burundi,12.9,EASTERN AFRICA,1103261297
Agathon Rwasa,Start,Burundi,12.9,EASTERN AFRICA,1089496637
Imelde Sabushimike,Start,Burundi,12.9,EASTERN AFRICA,1046251467
Albert Shingiro,Start,Burundi,12.9,EASTERN AFRICA,1088693789
Cyriaque Simbizi,Start,Burundi,12.9,EASTERN AFRICA,1080578027
Alexis Sinduhije,GA,Burundi,12.9,EASTERN AFRICA,1092395127
Ang Vong Vathana,Stub,Cambodia,16.8,SOUTHEAST ASIA,1106363571
Bun Chanmol,C,Cambodia,16.8,SOUTHEAST ASIA,1109177249
Chem Snguon,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059573671
Chhan Sokhom,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059573770
Chuon Saodi,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059573024
Duong Sam Ol,Stub,Cambodia,16.8,SOUTHEAST ASIA,1094852239
Ieu Koeus,Stub,Cambodia,16.8,SOUTHEAST ASIA,1107109489
Khem Veasna,Start,Cambodia,16.8,SOUTHEAST ASIA,1109114751
Kou Roun,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059572876
Daran Kravanh,Stub,Cambodia,16.8,SOUTHEAST ASIA,1096672232
Lon Nil,Start,Cambodia,16.8,SOUTHEAST ASIA,1059582440
Ly Khvan Pan,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059572637
Mao Ayuth,C,Cambodia,16.8,SOUTHEAST ASIA,1099980718
Neav Sithong,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059563159
Ngoun Chhay Kry,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059567048
Norodom Norindeth,Start,Cambodia,16.8,SOUTHEAST ASIA,1097718042
Norodom Phurissara,Start,Cambodia,16.8,SOUTHEAST ASIA,1059276168
Oung Ouen,Stub,Cambodia,16.8,SOUTHEAST ASIA,1079121769
Phlek Chhat,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059566416
Ponn Vongs Vaddey,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059574324
Say Phouthang,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059582575
Sisowath Youtevong,Start,Cambodia,16.8,SOUTHEAST ASIA,1107113292
So Nem,Stub,Cambodia,16.8,SOUTHEAST ASIA,1111929288
Tep Hun,Stub,Cambodia,16.8,SOUTHEAST ASIA,1081916038
Tep Phan,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059565834
Thiounn,GA,Cambodia,16.8,SOUTHEAST ASIA,1108028340
Touch Kim,Stub,Cambodia,16.8,SOUTHEAST ASIA,1068185468
Truong Cang,Start,Cambodia,16.8,SOUTHEAST ASIA,1067944733
Tuot Saron,Start,Cambodia,16.8,SOUTHEAST ASIA,1059582752
Uch Ven,Stub,Cambodia,16.8,SOUTHEAST ASIA,1059582941
Uk Vithun,Stub,Cambodia,16.8,SOUTHEAST ASIA,1064744142
Ung Hong Sath,Stub,Cambodia,16.8,SOUTHEAST ASIA,1094819140
Veng Sakhon,Stub,Cambodia,16.8,SOUTHEAST ASIA,1114970454
Yat Hwaidi,Stub,Cambodia,16.8,SOUTHEAST ASIA,1081234427
Yat Hwaidi,Stub,Thailand,66.8,SOUTHEAST ASIA,1081234427
Akanat Promphan,Start,Thailand,66.8,SOUTHEAST ASIA,1102141395
Borwornsak Uwanno,C,Thailand,66.8,SOUTHEAST ASIA,1100021618
Chada Thaiseth,Stub,Thailand,66.8,SOUTHEAST ASIA,1067189659
Charoen Suepsaeng,Stub,Thailand,66.8,SOUTHEAST ASIA,1106944464
Chatchawal Kong-udom,Stub,Thailand,66.8,SOUTHEAST ASIA,1067181115
Chob Yodkaew,Stub,Thailand,66.8,SOUTHEAST ASIA,1067190492
Chonlanan Srikaew,Start,Thailand,66.8,SOUTHEAST ASIA,1115166646
Chuwit Chitsakul,Start,Thailand,66.8,SOUTHEAST ASIA,1067190867
Hangthong Thammawattana,C,Thailand,66.8,SOUTHEAST ASIA,1099504450
Khrong Chandawong,C,Thailand,66.8,SOUTHEAST ASIA,1064263898
Pallop Pinmanee,C,Thailand,66.8,SOUTHEAST ASIA,1112468667
Phayom Chulanont,Start,Thailand,66.8,SOUTHEAST ASIA,1059748987
Pita Limjaroenrat,C,Thailand,66.8,SOUTHEAST ASIA,1067174860
Piyabutr Saengkanokkul,Start,Thailand,66.8,SOUTHEAST ASIA,1093503992
Phraya Ratsadanupradit Mahitsaraphakdi,Stub,Thailand,66.8,SOUTHEAST ASIA,1110844684
Samak Jalikula,Stub,Thailand,66.8,SOUTHEAST ASIA,1102491662
Sang Phathanothai,Start,Thailand,66.8,SOUTHEAST ASIA,1063962752
Sereepisuth Temeeyaves,C,Thailand,66.8,SOUTHEAST ASIA,1110915859
Sodsai Rungphothong,Stub,Thailand,66.8,SOUTHEAST ASIA,1064264189
Sophon Suphapong,Stub,Thailand,66.8,SOUTHEAST ASIA,1056597902
Surangkana Wayuparb,C,Thailand,66.8,SOUTHEAST ASIA,1059397645
Teerakiat Jaroensettasin,Stub,Thailand,66.8,SOUTHEAST ASIA,1110929522
Thamanat Prompow,C,Thailand,66.8,SOUTHEAST ASIA,1108412672
Thanathorn Juangroongruangkit,GA,Thailand,66.8,SOUTHEAST ASIA,1114394512
Tiang Sirikhanth,Start,Thailand,66.8,SOUTHEAST ASIA,1074937608
Vichien Khaokham,Stub,Thailand,66.8,SOUTHEAST ASIA,1076752543
Luang Wichitwathakan,C,Thailand,66.8,SOUTHEAST ASIA,1112401497
Vincent de Paul Ahanda,Stub,Cameroon,27.9,MIDDLE AFRICA,1083376451
Lawrence Fonka Shang,Stub,Cameroon,27.9,MIDDLE AFRICA,1041211681
Victor Fotso,Stub,Cameroon,27.9,MIDDLE AFRICA,1102345166
Séraphin Magloire Fouda,Stub,Cameroon,27.9,MIDDLE AFRICA,1009662257
Njomgang Isaac,Start,Cameroon,27.9,MIDDLE AFRICA,1108440685
Augustine Ngom Jua,Start,Cameroon,27.9,MIDDLE AFRICA,1040317165
Pierre Kotouo,Stub,Cameroon,27.9,MIDDLE AFRICA,948427004
Ibrahim Mbombo Njoya,Start,Cameroon,27.9,MIDDLE AFRICA,1112559227
Ousmane Mey,Start,Cameroon,27.9,MIDDLE AFRICA,1017007525
Victor Mukete,Start,Cameroon,27.9,MIDDLE AFRICA,1098691243
Bernard Muna,Start,Cameroon,27.9,MIDDLE AFRICA,1108720863
Pierre Ngayewang,Stub,Cameroon,27.9,MIDDLE AFRICA,1015516439
John Ebong Ngole,Stub,Cameroon,27.9,MIDDLE AFRICA,1108422427
Victor Anomah Ngu,Start,Cameroon,27.9,MIDDLE AFRICA,1112931112
Dorothy L. Njeuma,Start,Cameroon,27.9,MIDDLE AFRICA,1067488532
Bernard Njonga,Stub,Cameroon,27.9,MIDDLE AFRICA,1098278415
Arouna N'Joya,Stub,Cameroon,27.9,MIDDLE AFRICA,1021209755
Edouard Nomo-Ongolo,Stub,Cameroon,27.9,MIDDLE AFRICA,1115394556
Antoine Ntsimi,C,Cameroon,27.9,MIDDLE AFRICA,1021211954
André Ngongang Ouandji,Stub,Cameroon,27.9,MIDDLE AFRICA,1021209594
Paul Pondi,C,Cameroon,27.9,MIDDLE AFRICA,1021211934
Félix Sabal Lecco (politician),C,Cameroon,27.9,MIDDLE AFRICA,1051804573
François Sengat-Kuo,Stub,Cameroon,27.9,MIDDLE AFRICA,1021210005
Félix Tonye Mbog,Start,Cameroon,27.9,MIDDLE AFRICA,1097564213
Kah Walla,GA,Cameroon,27.9,MIDDLE AFRICA,1092436663
José Manuel Gomes Andrade,Stub,Cape Verde,0.6,WESTERN AFRICA,1081053284
Honório Barreto,Start,Cape Verde,0.6,WESTERN AFRICA,973826987
Fernando Elísio Freire,Start,Cape Verde,0.6,WESTERN AFRICA,1069455161
Pedro Fernandes Lopes,C,Cape Verde,0.6,WESTERN AFRICA,1084646808
Paulo Rocha (Cape Verde politician),Stub,Cape Verde,0.6,WESTERN AFRICA,1093958730
Arlindo do Rosário,Stub,Cape Verde,0.6,WESTERN AFRICA,1101613422
Gilberto Correia Carvalho Silva,Stub,Cape Verde,0.6,WESTERN AFRICA,1101613548
Luís Filipe Tavares,Start,Cape Verde,0.6,WESTERN AFRICA,1065001801
Carlos de Vasconcelos,Start,Cape Verde,0.6,WESTERN AFRICA,1093959761
Abraão Vicente,Stub,Cape Verde,0.6,WESTERN AFRICA,1059495714
Alexandre Banza,GA,Central African Republic,5.6,MIDDLE AFRICA,1112157049
Jean-Bédel Bokassa,GA,Central African Republic,5.6,MIDDLE AFRICA,1113784938
Antoine Darlan,C,Central African Republic,5.6,MIDDLE AFRICA,1070323425
Georges Darlan,C,Central African Republic,5.6,MIDDLE AFRICA,1090255799
Catherine Denguiadé,Start,Central African Republic,5.6,MIDDLE AFRICA,1113661673
Henri-Marie Dondra,Stub,Central African Republic,5.6,MIDDLE AFRICA,1112811274
Saif Durbar,C,Central African Republic,5.6,MIDDLE AFRICA,1033150087
Hassan Al Habib,Stub,Central African Republic,5.6,MIDDLE AFRICA,988829581
Rodolphe Iddi Lala,C,Central African Republic,5.6,MIDDLE AFRICA,1070308127
Désiré Kolingba,Stub,Central African Republic,5.6,MIDDLE AFRICA,1100414331
Karim Meckassoua,Stub,Central African Republic,5.6,MIDDLE AFRICA,1042724644
Abakar Sabon,Stub,Central African Republic,5.6,MIDDLE AFRICA,1062856588
Levy Yakete,Stub,Central African Republic,5.6,MIDDLE AFRICA,1036618742
Achta Ahmat Bremé,Stub,Chad,17.7,MIDDLE AFRICA,1100448797
Mohamed Bechir-Sow,Stub,Chad,17.7,MIDDLE AFRICA,1112094658
Christian Georges Diguimbaye,Stub,Chad,17.7,MIDDLE AFRICA,1106463141
Firmin Djidingar,Stub,Chad,17.7,MIDDLE AFRICA,1054942760
Roger Djikisna,Stub,Chad,17.7,MIDDLE AFRICA,1010288821
Arabi El Goni,Stub,Chad,17.7,MIDDLE AFRICA,1050732839
Acheikh Ibn-Oumar,Start,Chad,17.7,MIDDLE AFRICA,1041062859
Hinda Déby Itno,Start,Chad,17.7,MIDDLE AFRICA,1111863464
Mahamat Djarma Khatir,Stub,Chad,17.7,MIDDLE AFRICA,952741451
Oueddei Kichidemi,Start,Chad,17.7,MIDDLE AFRICA,1096370089
Alphonse Kotiga,Stub,Chad,17.7,MIDDLE AFRICA,1108077983
Baba Laddé,C,Chad,17.7,MIDDLE AFRICA,1106278873
Nadji Madou,Stub,Chad,17.7,MIDDLE AFRICA,872461806
Mariam Mahamat Nour,Stub,Chad,17.7,MIDDLE AFRICA,1077898049
Laoukein Kourayo Médard,Stub,Chad,17.7,MIDDLE AFRICA,872513852
Abbo Nassour,C,Chad,17.7,MIDDLE AFRICA,904253122
Tahir Hamid Nguilin,Stub,Chad,17.7,MIDDLE AFRICA,1085015143
Gontchomé Sahoulba,Start,Chad,17.7,MIDDLE AFRICA,1100566547
Quatre Sou Quatre,Stub,Chad,17.7,MIDDLE AFRICA,1010289028
Djimadoum Tiraina,Stub,Chad,17.7,MIDDLE AFRICA,1112094593
Saadie Goukouni Weddeye,Start,Chad,17.7,MIDDLE AFRICA,1115480119
Patricio Achurra,Start,Chile,19.8,SOUTH AMERICA,1063051282
Hermes Ahumada,Stub,Chile,19.8,SOUTH AMERICA,1061888618
Felipe Alessandri,Stub,Chile,19.8,SOUTH AMERICA,1115021687
Lidia Amarales,Start,Chile,19.8,SOUTH AMERICA,1109042122
Ximena Anza,Start,Chile,19.8,SOUTH AMERICA,1107215667
Aurora Argomedo,Start,Chile,19.8,SOUTH AMERICA,1060990009
Claudio Arredondo,Start,Chile,19.8,SOUTH AMERICA,1098030047
Francisco Astaburuaga Cienfuegos,Stub,Chile,19.8,SOUTH AMERICA,1097538961
Camilo Ballesteros,Start,Chile,19.8,SOUTH AMERICA,1097131738
Jaime Bassa,Start,Chile,19.8,SOUTH AMERICA,1097539409
Alexandra Benado,Start,Chile,19.8,SOUTH AMERICA,1096936718
Alexandra Benado,Start,Sweden,10.5,NORTHERN EUROPE,1096936718
Diego José Benavente,Stub,Chile,19.8,SOUTH AMERICA,1069288880
Harald Beyer (politician),Stub,Chile,19.8,SOUTH AMERICA,1094177814
José Luis Cabión,Start,Chile,19.8,SOUTH AMERICA,1111860853
Mauricio Cataldo,Start,Chile,19.8,SOUTH AMERICA,1115156426
Juan Chandía,Stub,Chile,19.8,SOUTH AMERICA,1085403808
Eduardo Charme,Stub,Chile,19.8,SOUTH AMERICA,1037350216
Fernando Cordero Rusque,Stub,Chile,19.8,SOUTH AMERICA,1103478298
Juan de Dios Correa de Saa,Stub,Chile,19.8,SOUTH AMERICA,1037542204
Álvaro Covarrubias,Start,Chile,19.8,SOUTH AMERICA,1087840742
Miguel Cruchaga Tocornal,Stub,Chile,19.8,SOUTH AMERICA,1061889467
Pedro Nolasco Cruz Vergara,C,Chile,19.8,SOUTH AMERICA,1097565855
Mario Desbordes,C,Chile,19.8,SOUTH AMERICA,1112783373
Jorge Dip,Start,Chile,19.8,SOUTH AMERICA,1095852077
Jose Fernandez Dubrock,Stub,Chile,19.8,SOUTH AMERICA,1095758707
Julio Durán,Stub,Chile,19.8,SOUTH AMERICA,1097570287
Adolfo Eastman,Stub,Chile,19.8,SOUTH AMERICA,1038273100
Rojo Edwards,Start,Chile,19.8,SOUTH AMERICA,1115021831
Juan Egaña,Stub,Chile,19.8,SOUTH AMERICA,1060973836
Diego Elizondo Prado,Stub,Chile,19.8,SOUTH AMERICA,1037492111
José Maza Fernández,Start,Chile,19.8,SOUTH AMERICA,1097589388
Ángel Flisfisch,Start,Chile,19.8,SOUTH AMERICA,1111776342
"Pablo Galdames (footballer, born 1974)",Start,Chile,19.8,SOUTH AMERICA,1103181135
Jaime Gazmuri,C,Chile,19.8,SOUTH AMERICA,1110097739
Isabel Godoy,Start,Chile,19.8,SOUTH AMERICA,1036631728
Lidia González,Start,Chile,19.8,SOUTH AMERICA,1090166891
Hugo Gutiérrez Gálvez,Stub,Chile,19.8,SOUTH AMERICA,1088424535
"David Henríquez (footballer, born 1977)",Start,Chile,19.8,SOUTH AMERICA,1106626625
Alejandra Bravo Hidalgo,C,Chile,19.8,SOUTH AMERICA,1097579028
Checho Hirane,Stub,Chile,19.8,SOUTH AMERICA,1077893937
Aucán Huilcamán,Stub,Chile,19.8,SOUTH AMERICA,1049163977
Daniel Jadue,GA,Chile,19.8,SOUTH AMERICA,1115056871
Liliana Jadue,Start,Chile,19.8,SOUTH AMERICA,1108033983
Felipe Kast,Start,Chile,19.8,SOUTH AMERICA,1081495181
José Rafael Larraín,Stub,Chile,19.8,SOUTH AMERICA,1051093031
Fernando Lazcano Echaurren,Stub,Chile,19.8,SOUTH AMERICA,1037353335
Antonio Leal Labrín,Stub,Chile,19.8,SOUTH AMERICA,1101221172
Carlos Maldonado Curti,Start,Chile,19.8,SOUTH AMERICA,1108666802
Enrique Maluenda,C,Chile,19.8,SOUTH AMERICA,1111424266
Graciela Mandujano,Start,Chile,19.8,SOUTH AMERICA,1063237992
Nicolás Marambio,Stub,Chile,19.8,SOUTH AMERICA,1061889202
María de los Ángeles de la Paz Riveros,Start,Chile,19.8,SOUTH AMERICA,1109014330
María Silvia Correa Marín,Start,Chile,19.8,SOUTH AMERICA,1115090404
Juan José Martin Bravo,Start,Chile,19.8,SOUTH AMERICA,1084670911
Ricardo Matte,Stub,Chile,19.8,SOUTH AMERICA,1062948637
Sergio Melnick,Stub,Chile,19.8,SOUTH AMERICA,1076225732
Adolfo Millabur,Start,Chile,19.8,SOUTH AMERICA,1069138774
Vlado Mirosevic,C,Chile,19.8,SOUTH AMERICA,1108584301
José Musalem Saffie,Stub,Chile,19.8,SOUTH AMERICA,1108500041
Silvestre Ochagavía Echaurren,Stub,Chile,19.8,SOUTH AMERICA,1037355246
Manuel Ossa Ruiz,Start,Chile,19.8,SOUTH AMERICA,986980123
Manuel José Ossandón,Start,Chile,19.8,SOUTH AMERICA,1083220118
Enrique Oyarzún Mondaca,Stub,Chile,19.8,SOUTH AMERICA,1037344949
Luis Palacios Rossini,Stub,Chile,19.8,SOUTH AMERICA,1097606858
Héctor Parra (footballer),C,Chile,19.8,SOUTH AMERICA,1114844859
Guillermo Pérez de Arce,Stub,Chile,19.8,SOUTH AMERICA,1061888273
Bernhard Eunom Philippi,Start,Chile,19.8,SOUTH AMERICA,1030957748
Germán Picó Cañas,Start,Chile,19.8,SOUTH AMERICA,1097609170
Tancredo Pinochet,Start,Chile,19.8,SOUTH AMERICA,1040302707
Jaime Pizarro,Start,Chile,19.8,SOUTH AMERICA,1115152029
Roberto Poblete,Start,Chile,19.8,SOUTH AMERICA,1060171802
Jenaro Prieto,Stub,Chile,19.8,SOUTH AMERICA,1037392606
Catalina Pulido,Start,Chile,19.8,SOUTH AMERICA,1073813699
Bárbara Rebolledo,Start,Chile,19.8,SOUTH AMERICA,1068434440
Patricio Rey Sommer,Stub,Chile,19.8,SOUTH AMERICA,1084819799
Jennifer Rojas,Start,Chile,19.8,SOUTH AMERICA,1096045044
Sergio Romero Pizarro,Stub,Chile,19.8,SOUTH AMERICA,1061890038
Marcela Sabat,Stub,Chile,19.8,SOUTH AMERICA,1084348581
Miguel Schweitzer Walters,Start,Chile,19.8,SOUTH AMERICA,1097635165
Bárbara Sepúlveda Hales,Stub,Chile,19.8,SOUTH AMERICA,1104248309
Loreto Silva,Start,Chile,19.8,SOUTH AMERICA,1011248294
Waldo Silva,Stub,Chile,19.8,SOUTH AMERICA,1037354612
Isidro Solís,Stub,Chile,19.8,SOUTH AMERICA,1103628118
Ramón Subercaseaux Vicuña,C,Chile,19.8,SOUTH AMERICA,1089081472
Manuel Antonio Tocornal,Stub,Chile,19.8,SOUTH AMERICA,1037489055
José Francisco Urrejola,Stub,Chile,19.8,SOUTH AMERICA,1069290613
Francisco Valdés Vergara,Stub,Chile,19.8,SOUTH AMERICA,1037357324
Margarita Vargas López,C,Chile,19.8,SOUTH AMERICA,1104834588
Ramón Vega Hidalgo,Stub,Chile,19.8,SOUTH AMERICA,988502241
Leonardo Véliz,Start,Chile,19.8,SOUTH AMERICA,1115103114
Juan de Dios Vial del Río,Stub,Chile,19.8,SOUTH AMERICA,1101140615
Hernán Videla Lira,Stub,Chile,19.8,SOUTH AMERICA,1061888375
Carlos Walker Martínez,Start,Chile,19.8,SOUTH AMERICA,1097644966
Chris Watson,FA,Chile,19.8,SOUTH AMERICA,1110011348
Sergio Zarzar Andonie,Start,Chile,19.8,SOUTH AMERICA,1037723664
Hugo Zepeda Barrios,Stub,Chile,19.8,SOUTH AMERICA,1083240431
Jacob Magnus Sprengtporten,C,Sweden,10.5,NORTHERN EUROPE,1113778594
Jacob Magnus Sprengtporten,C,Finland,5.6,NORTHERN EUROPE,1113778594
Abraham Brodersson,C,Sweden,10.5,NORTHERN EUROPE,1115163994
Thoralf Alfsson,Start,Sweden,10.5,NORTHERN EUROPE,1105567274
Leila Ali Elmi,Stub,Sweden,10.5,NORTHERN EUROPE,1111882241
Bengt Snivil,Stub,Sweden,10.5,NORTHERN EUROPE,1055951113
Rudolf Fredrik Berg,Start,Sweden,10.5,NORTHERN EUROPE,1113096827
Birger Jarl,GA,Sweden,10.5,NORTHERN EUROPE,1106260454
Birger Brosa,Start,Sweden,10.5,NORTHERN EUROPE,1024623646
Axel Brusewitz,Stub,Sweden,10.5,NORTHERN EUROPE,1039843620
Nils Claëson,Stub,Sweden,10.5,NORTHERN EUROPE,1093435562
Petrus Olai Dalekarlus,Stub,Sweden,10.5,NORTHERN EUROPE,1073651332
Charles the Deaf,Start,Sweden,10.5,NORTHERN EUROPE,1114537749
Christoffer Dulny,Start,Sweden,10.5,NORTHERN EUROPE,1115365930
Klas Eklund,Start,Sweden,10.5,NORTHERN EUROPE,941420482
Martin Ekström,Start,Sweden,10.5,NORTHERN EUROPE,1065514763
Nils Elowsson,Stub,Sweden,10.5,NORTHERN EUROPE,1080015839
Folke the Fat,Stub,Sweden,10.5,NORTHERN EUROPE,1101657785
Hans Reinhold von Fersen,Stub,Sweden,10.5,NORTHERN EUROPE,1068082355
Clas Frietzcky,Stub,Sweden,10.5,NORTHERN EUROPE,963414238
Birger Furugård,Start,Sweden,10.5,NORTHERN EUROPE,1016969064
Hemming Gadh,Start,Sweden,10.5,NORTHERN EUROPE,1018541199
Anders Henriksson (politician),Stub,Sweden,10.5,NORTHERN EUROPE,1095370812
Carl P. Herslow,Stub,Sweden,10.5,NORTHERN EUROPE,1112231330
Harald Hjärne,Stub,Sweden,10.5,NORTHERN EUROPE,1085490833
Holmger Knutsson,Start,Sweden,10.5,NORTHERN EUROPE,1022950956
Ida Karkiainen,Stub,Sweden,10.5,NORTHERN EUROPE,1111922174
Albrecht Elof Ihre,Stub,Sweden,10.5,NORTHERN EUROPE,962137372
Gustav Kasselstrand,GA,Sweden,10.5,NORTHERN EUROPE,1111499686
Mats Kettilmundsson,Start,Sweden,10.5,NORTHERN EUROPE,974588670
Per Klarberg,Stub,Sweden,10.5,NORTHERN EUROPE,1067229019
Sture Korpi,Stub,Sweden,10.5,NORTHERN EUROPE,1098860122
Peeter Luksep,Stub,Sweden,10.5,NORTHERN EUROPE,1067164381
Eskil Magnusson,Start,Sweden,10.5,NORTHERN EUROPE,1103368159
Stig Malm,Start,Sweden,10.5,NORTHERN EUROPE,1100349229
Ture Malmgren,GA,Sweden,10.5,NORTHERN EUROPE,993905483
Magnus Minniskiöld,C,Sweden,10.5,NORTHERN EUROPE,1055950775
Omar Mustafa,Start,Sweden,10.5,NORTHERN EUROPE,1114431170
Gustaf Nyblæus (1816),Stub,Sweden,10.5,NORTHERN EUROPE,907294516
Sven-Olle Olsson,Stub,Sweden,10.5,NORTHERN EUROPE,1037993994
Vera Oredsson,Start,Sweden,10.5,NORTHERN EUROPE,1113634951
Gabriel Gustafsson Oxenstierna,C,Sweden,10.5,NORTHERN EUROPE,1113096968
Carl Fredrik Pechlin,Start,Sweden,10.5,NORTHERN EUROPE,1036926715
Carl Piper,Start,Sweden,10.5,NORTHERN EUROPE,1095944691
Filip Julius Bernhard von Platen,Stub,Sweden,10.5,NORTHERN EUROPE,1048198762
Tomas Polus,Stub,Sweden,10.5,NORTHERN EUROPE,1113516314
Nils Reuterholm,Stub,Sweden,10.5,NORTHERN EUROPE,1090429369
Qristina Ribohn,Start,Sweden,10.5,NORTHERN EUROPE,1004037375
Oliver Rosengren,Stub,Sweden,10.5,NORTHERN EUROPE,1115281232
Karl Gustaf Scherman,Stub,Sweden,10.5,NORTHERN EUROPE,1065373172
Erik Carlsson Sjöblad,Start,Sweden,10.5,NORTHERN EUROPE,1009863371
Jimmy Ståhl,Stub,Sweden,10.5,NORTHERN EUROPE,1111884033
Adolf Ludvig Stierneld,Start,Sweden,10.5,NORTHERN EUROPE,1089584584
Gustaf Algernon Stierneld,Stub,Sweden,10.5,NORTHERN EUROPE,1085266368
Vávra Suk,Stub,Sweden,10.5,NORTHERN EUROPE,1015480636
Peter Sunde,C,Sweden,10.5,NORTHERN EUROPE,1113754172
Anders Sundström,Stub,Sweden,10.5,NORTHERN EUROPE,1113107487
August Tamm,Stub,Sweden,10.5,NORTHERN EUROPE,1071178122
Robert Macfie Thorburn,Start,Sweden,10.5,NORTHERN EUROPE,1081619244
Jessica Thunander,Stub,Sweden,10.5,NORTHERN EUROPE,1054908517
Lars Törnman,Stub,Sweden,10.5,NORTHERN EUROPE,1036368817
Gustaf af Wetterstedt,Stub,Sweden,10.5,NORTHERN EUROPE,1033191860
Bertil Zachrisson,Stub,Sweden,10.5,NORTHERN EUROPE,1081155174
Lu Feng (politician),Stub,China,1436.6,EAST ASIA,1099564364
Zhang Lin (general),Stub,China,1436.6,EAST ASIA,1107852480
José Manuel Restrepo Abondano,C,Colombia,49.1,SOUTH AMERICA,1104908488
Yahir Acuña,Stub,Colombia,49.1,SOUTH AMERICA,1032240920
Iván Darío Agudelo,Start,Colombia,49.1,SOUTH AMERICA,1098122834
Carlos Mario Álvarez,Stub,Colombia,49.1,SOUTH AMERICA,1088725993
Julio Arboleda Pombo,Stub,Colombia,49.1,SOUTH AMERICA,1012185591
Germán Blanco Álvarez,Start,Colombia,49.1,SOUTH AMERICA,1111020487
Manuel José Bonnet,Stub,Colombia,49.1,SOUTH AMERICA,1087063772
Gloria María Borrero,Stub,Colombia,49.1,SOUTH AMERICA,1098124330
José Eusebio Caro,Stub,Colombia,49.1,SOUTH AMERICA,1089000402
Iván Cepeda,Start,Colombia,49.1,SOUTH AMERICA,1104834600
Vicky Colbert,Start,Colombia,49.1,SOUTH AMERICA,1091117036
Alfredo Cuello Baute,Start,Colombia,49.1,SOUTH AMERICA,1069156229
Alfonso Dávila Ortiz,C,Colombia,49.1,SOUTH AMERICA,1113714301
Luis Eduardo Díaz Granados,Stub,Colombia,49.1,SOUTH AMERICA,1110442663
Olga Duque de Ospina,Stub,Colombia,49.1,SOUTH AMERICA,1109585707
Eduardo Enríquez Maya,Stub,Colombia,49.1,SOUTH AMERICA,1098426482
Miguel Amín Escaf,Stub,Colombia,49.1,SOUTH AMERICA,1093469846
Juan Carlos Esguerra Portocarrero,Stub,Colombia,49.1,SOUTH AMERICA,1098142521
Juan García del Río,Stub,Colombia,49.1,SOUTH AMERICA,1093469869
Daniel García-Peña,Start,Colombia,49.1,SOUTH AMERICA,1115014530
Enrique Gil Botero,GA,Colombia,49.1,SOUTH AMERICA,1098143608
Guillermo González (politician),Stub,Colombia,49.1,SOUTH AMERICA,1100266370
Bernardo Guerra Serna,Stub,Colombia,49.1,SOUTH AMERICA,1098592157
Carlos Mauro Hoyos,C,Colombia,49.1,SOUTH AMERICA,1093469494
Augusto Ibáñez Guzmán,Start,Colombia,49.1,SOUTH AMERICA,1110600534
Gilma Jiménez,Stub,Colombia,49.1,SOUTH AMERICA,1069225684
Roberto Junguito,Stub,Colombia,49.1,SOUTH AMERICA,1101933538
Maria Claudia Lacouture,Start,Colombia,49.1,SOUTH AMERICA,967534978
Rodrigo Lara,C,Colombia,49.1,SOUTH AMERICA,1108143692
Rodrigo Hernán Lloreda Caicedo,Start,Colombia,49.1,SOUTH AMERICA,1098157236
Francisco José Lloreda Mera,C,Colombia,49.1,SOUTH AMERICA,1098157353
Fernando Londoño,Start,Colombia,49.1,SOUTH AMERICA,1108751103
Jorge Eduardo Londoño,Stub,Colombia,49.1,SOUTH AMERICA,1106087943
Lorenzo Muelas,Start,Colombia,49.1,SOUTH AMERICA,1108518143
David Luna Sánchez,Stub,Colombia,49.1,SOUTH AMERICA,1105236330
Iván Marulanda,Start,Colombia,49.1,SOUTH AMERICA,1099901662
Carlos Eduardo Medellín Becerra,Start,Colombia,49.1,SOUTH AMERICA,1101582912
Germán Montoya Vélez,Stub,Colombia,49.1,SOUTH AMERICA,1028093034
Narciso Matus Torres,Stub,Colombia,49.1,SOUTH AMERICA,1093468993
Elsa Noguera,Stub,Colombia,49.1,SOUTH AMERICA,1113697578
Antonio Ordoñez-Plaja,Stub,Colombia,49.1,SOUTH AMERICA,1069205558
